round,draw_date,scheduled_draw_datetime,actual_draw_datetime,draw_location_name,weather_station_id,weather_station_name,is_time_exception,is_location_exception,metadata_quality,notes
64,2004-02-21,2004-02-21 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
65,2004-02-28,2004-02-28 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
66,2004-03-06,2004-03-06 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
67,2004-03-13,2004-03-13 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
68,2004-03-20,2004-03-20 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
69,2004-03-27,2004-03-27 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
70,2004-04-03,2004-04-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
71,2004-04-10,2004-04-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
72,2004-04-17,2004-04-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
73,2004-04-24,2004-04-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
74,2004-05-01,2004-05-01 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
75,2004-05-08,2004-05-08 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
76,2004-05-15,2004-05-15 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
77,2004-05-22,2004-05-22 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
78,2004-05-29,2004-05-29 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
79,2004-06-05,2004-06-05 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
80,2004-06-12,2004-06-12 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
81,2004-06-19,2004-06-19 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
82,2004-06-26,2004-06-26 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
83,2004-07-03,2004-07-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
84,2004-07-10,2004-07-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
85,2004-07-17,2004-07-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
86,2004-07-24,2004-07-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
87,2004-07-31,2004-07-31 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
88,2004-08-07,2004-08-07 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
89,2004-08-14,2004-08-14 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
90,2004-08-21,2004-08-21 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
91,2004-08-28,2004-08-28 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
92,2004-09-04,2004-09-04 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
93,2004-09-11,2004-09-11 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
94,2004-09-18,2004-09-18 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
95,2004-09-25,2004-09-25 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
96,2004-10-02,2004-10-02 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
97,2004-10-09,2004-10-09 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
98,2004-10-16,2004-10-16 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
99,2004-10-23,2004-10-23 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
100,2004-10-30,2004-10-30 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
101,2004-11-06,2004-11-06 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
102,2004-11-13,2004-11-13 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
103,2004-11-20,2004-11-20 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
104,2004-11-27,2004-11-27 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
105,2004-12-04,2004-12-04 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
106,2004-12-11,2004-12-11 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
107,2004-12-18,2004-12-18 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
108,2004-12-25,2004-12-25 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
109,2005-01-01,2005-01-01 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
110,2005-01-08,2005-01-08 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
111,2005-01-15,2005-01-15 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
112,2005-01-22,2005-01-22 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
113,2005-01-29,2005-01-29 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
114,2005-02-05,2005-02-05 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
115,2005-02-12,2005-02-12 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
116,2005-02-19,2005-02-19 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
117,2005-02-26,2005-02-26 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
118,2005-03-05,2005-03-05 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
119,2005-03-12,2005-03-12 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
120,2005-03-19,2005-03-19 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
121,2005-03-26,2005-03-26 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
122,2005-04-02,2005-04-02 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
123,2005-04-09,2005-04-09 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
124,2005-04-16,2005-04-16 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
125,2005-04-23,2005-04-23 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
126,2005-04-30,2005-04-30 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
127,2005-05-07,2005-05-07 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
128,2005-05-14,2005-05-14 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
129,2005-05-21,2005-05-21 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
130,2005-05-28,2005-05-28 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
131,2005-06-04,2005-06-04 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
132,2005-06-11,2005-06-11 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
133,2005-06-18,2005-06-18 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
134,2005-06-25,2005-06-25 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
135,2005-07-02,2005-07-02 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
136,2005-07-09,2005-07-09 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
137,2005-07-16,2005-07-16 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
138,2005-07-23,2005-07-23 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
139,2005-07-30,2005-07-30 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
140,2005-08-06,2005-08-06 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
141,2005-08-13,2005-08-13 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
142,2005-08-20,2005-08-20 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
143,2005-08-27,2005-08-27 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
144,2005-09-03,2005-09-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
145,2005-09-10,2005-09-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
146,2005-09-17,2005-09-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
147,2005-09-24,2005-09-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
148,2005-10-01,2005-10-01 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
149,2005-10-08,2005-10-08 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
150,2005-10-15,2005-10-15 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
151,2005-10-22,2005-10-22 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
152,2005-10-29,2005-10-29 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
153,2005-11-05,2005-11-05 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
154,2005-11-12,2005-11-12 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
155,2005-11-19,2005-11-19 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
156,2005-11-26,2005-11-26 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
157,2005-12-03,2005-12-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
158,2005-12-10,2005-12-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
159,2005-12-17,2005-12-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
160,2005-12-24,2005-12-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
161,2005-12-31,2005-12-31 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
162,2006-01-07,2006-01-07 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
163,2006-01-14,2006-01-14 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
164,2006-01-21,2006-01-21 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
165,2006-01-28,2006-01-28 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
166,2006-02-04,2006-02-04 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
167,2006-02-11,2006-02-11 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
168,2006-02-18,2006-02-18 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
169,2006-02-25,2006-02-25 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
170,2006-03-04,2006-03-04 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
171,2006-03-11,2006-03-11 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
172,2006-03-18,2006-03-18 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
173,2006-03-25,2006-03-25 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
174,2006-04-01,2006-04-01 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
175,2006-04-08,2006-04-08 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
176,2006-04-15,2006-04-15 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
177,2006-04-22,2006-04-22 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
178,2006-04-29,2006-04-29 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
179,2006-05-06,2006-05-06 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
180,2006-05-13,2006-05-13 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
181,2006-05-20,2006-05-20 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
182,2006-05-27,2006-05-27 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
183,2006-06-03,2006-06-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
184,2006-06-10,2006-06-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
185,2006-06-17,2006-06-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
186,2006-06-24,2006-06-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
187,2006-07-01,2006-07-01 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
188,2006-07-08,2006-07-08 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
189,2006-07-15,2006-07-15 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
190,2006-07-22,2006-07-22 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
191,2006-07-29,2006-07-29 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
192,2006-08-05,2006-08-05 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
193,2006-08-12,2006-08-12 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
194,2006-08-19,2006-08-19 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
195,2006-08-26,2006-08-26 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
196,2006-09-02,2006-09-02 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
197,2006-09-09,2006-09-09 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
198,2006-09-16,2006-09-16 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
199,2006-09-23,2006-09-23 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
200,2006-09-30,2006-09-30 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
201,2006-10-07,2006-10-07 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
202,2006-10-14,2006-10-14 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
203,2006-10-21,2006-10-21 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
204,2006-10-28,2006-10-28 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
205,2006-11-04,2006-11-04 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
206,2006-11-11,2006-11-11 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
207,2006-11-18,2006-11-18 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
208,2006-11-25,2006-11-25 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
209,2006-12-02,2006-12-02 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
210,2006-12-09,2006-12-09 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
211,2006-12-16,2006-12-16 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
212,2006-12-23,2006-12-23 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
213,2006-12-30,2006-12-30 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
214,2007-01-06,2007-01-06 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
215,2007-01-13,2007-01-13 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
216,2007-01-20,2007-01-20 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
217,2007-01-27,2007-01-27 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
218,2007-02-03,2007-02-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
219,2007-02-10,2007-02-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
220,2007-02-17,2007-02-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
221,2007-02-24,2007-02-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
222,2007-03-03,2007-03-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
223,2007-03-10,2007-03-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
224,2007-03-17,2007-03-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
225,2007-03-24,2007-03-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
226,2007-03-31,2007-03-31 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
227,2007-04-07,2007-04-07 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
228,2007-04-14,2007-04-14 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
229,2007-04-21,2007-04-21 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
230,2007-04-28,2007-04-28 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
231,2007-05-05,2007-05-05 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
232,2007-05-12,2007-05-12 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
233,2007-05-19,2007-05-19 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
234,2007-05-26,2007-05-26 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
235,2007-06-02,2007-06-02 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
236,2007-06-09,2007-06-09 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
237,2007-06-16,2007-06-16 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
238,2007-06-23,2007-06-23 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
239,2007-06-30,2007-06-30 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
240,2007-07-07,2007-07-07 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
241,2007-07-14,2007-07-14 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
242,2007-07-21,2007-07-21 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
243,2007-07-28,2007-07-28 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
244,2007-08-04,2007-08-04 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
245,2007-08-11,2007-08-11 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
246,2007-08-18,2007-08-18 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
247,2007-08-25,2007-08-25 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
248,2007-09-01,2007-09-01 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
249,2007-09-08,2007-09-08 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
250,2007-09-15,2007-09-15 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
251,2007-09-22,2007-09-22 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
252,2007-09-29,2007-09-29 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
253,2007-10-06,2007-10-06 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
254,2007-10-13,2007-10-13 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
255,2007-10-20,2007-10-20 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
256,2007-10-27,2007-10-27 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
257,2007-11-03,2007-11-03 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
258,2007-11-10,2007-11-10 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
259,2007-11-17,2007-11-17 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
260,2007-11-24,2007-11-24 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
261,2007-12-01,2007-12-01 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
262,2007-12-08,2007-12-08 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
263,2007-12-15,2007-12-15 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
264,2007-12-22,2007-12-22 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
265,2007-12-29,2007-12-29 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
266,2008-01-05,2008-01-05 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
267,2008-01-12,2008-01-12 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
268,2008-01-19,2008-01-19 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
269,2008-01-26,2008-01-26 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
270,2008-02-02,2008-02-02 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
271,2008-02-09,2008-02-09 20:35:00,,MBC Studio,108,Seoul ASOS,False,False,default_rule,
